Selected Gene,Selected Gene name,Selected TSS,Overlapping Gene,Overlapping Gene name,Overlapping TSS
ENSG00000173517,PEAK1,77420104,ENSG00000140382,HMG20A,77420888
ENSG00000140254,DUOXA1,45129879,ENSG00000137857,DUOX1,45129994
ENSG00000229474,PATL2,44711323,ENSG00000166710,B2M,44711517
ENSG00000174442,ZWILCH,66505326,ENSG00000174444,RPL4,66504855
ENSG00000174444,RPL4,66504855,ENSG00000174442,ZWILCH,66505326
ENSG00000185043,CIB1,90233941,ENSG00000183208,GDPGP1,90234209
ENSG00000188659,SAXO2,82262818,ENSG00000140598,EFL1,82262734
ENSG00000140598,EFL1,82262734,ENSG00000188659,SAXO2,82262818
ENSG00000260916,CCPG1,55408359,ENSG00000261652,PIERCE2,55408495
ENSG00000182117,NOP10,34343136,ENSG00000184507,NUTM1,34343315
ENSG00000180979,LRRC57,42548793,ENSG00000137814,HAUS2,42548838
ENSG00000137814,HAUS2,42548838,ENSG00000180979,LRRC57,42548793
ENSG00000103978,TMEM87A,42273433,ENSG00000214013,GANC,42273201
ENSG00000261652,PIERCE2,55408495,ENSG00000260916,CCPG1,55408359
ENSG00000166710,B2M,44711517,ENSG00000229474,PATL2,44711323
ENSG00000140265,ZSCAN29,43371043,ENSG00000137822,TUBGCP4,43371101
ENSG00000137822,TUBGCP4,43371101,ENSG00000140265,ZSCAN29,43371043
ENSG00000214013,GANC,42273201,ENSG00000103978,TMEM87A,42273433
ENSG00000066933,MYO9A,72118150,ENSG00000166192,SENP8,72118403
ENSG00000184507,NUTM1,34343315,ENSG00000182117,NOP10,34343136
ENSG00000155621,C9orf85,71911639,ENSG00000107362,ABHD17B,71911193
ENSG00000106733,NMRK1,75088155,ENSG00000134996,OSTF1,75088514
ENSG00000134996,OSTF1,75088514,ENSG00000106733,NMRK1,75088155
ENSG00000136925,TSTD2,97633368,ENSG00000136937,NCBP1,97633821
ENSG00000136937,NCBP1,97633821,ENSG00000136925,TSTD2,97633368
ENSG00000119509,INVS,100099243,ENSG00000023318,ERP44,100099000
ENSG00000136942,RPL35,124861957,ENSG00000136950,ARPC5L,124862130
ENSG00000136950,ARPC5L,124862130,ENSG00000136942,RPL35,124861957
ENSG00000197958,RPL12,127451406,ENSG00000148356,LRSAM1,127451510
ENSG00000187024,PTRH1,127715663,ENSG00000167094,TTC16,127716079
ENSG00000167094,TTC16,127716079,ENSG00000187024,PTRH1,127715663
ENSG00000171169,NAIF1,128067320,ENSG00000148339,SLC25A25,128068232
ENSG00000167112,TRUB2,128322447,ENSG00000167113,COQ4,128322839
ENSG00000167113,COQ4,128322839,ENSG00000167112,TRUB2,128322447
ENSG00000198000,NOL8,92325350,ENSG00000188312,CENPP,92325953
ENSG00000107175,CREB3,35732666,ENSG00000137076,TLN1,35732195
ENSG00000070610,GBA2,35749228,ENSG00000107185,RGP1,35749287
ENSG00000107185,RGP1,35749287,ENSG00000070610,GBA2,35749228
ENSG00000137103,TMEM8B,35829228,ENSG00000204930,FAM221B,35828732
ENSG00000204930,FAM221B,35828732,ENSG00000137103,TMEM8B,35829228
ENSG00000187609,EXD3,137423162,ENSG00000188747,NOXA1,137423393
ENSG00000136897,MRPL50,101398618,ENSG00000136870,ZNF189,101398851
ENSG00000159069,FBXW5,136944738,ENSG00000176919,C8G,136945243
ENSG00000176919,C8G,136945243,ENSG00000159069,FBXW5,136944738
ENSG00000176248,ANAPC2,137188560,ENSG00000176101,SSNA1,137188676
ENSG00000176101,SSNA1,137188676,ENSG00000176248,ANAPC2,137188560
ENSG00000187713,TMEM203,137205648,ENSG00000188566,NDOR1,137205700
ENSG00000070061,ELP1,108934124,ENSG00000119328,ABITRAM,108934400
ENSG00000119328,ABITRAM,108934400,ENSG00000070061,ELP1,108934124
ENSG00000165689,ENTR1,136410614,ENSG00000165688,PMPCA,136410658
ENSG00000107362,ABHD17B,71911193,ENSG00000155621,C9orf85,71911639
ENSG00000119421,NDUFA8,122159779,ENSG00000185681,MORN5,122159908
ENSG00000185681,MORN5,122159908,ENSG00000119421,NDUFA8,122159779
ENSG00000119446,RBM18,122264840,ENSG00000148187,MRRF,122264882
ENSG00000148187,MRRF,122264882,ENSG00000119446,RBM18,122264840
ENSG00000122735,DNAI1,34458805,ENSG00000164970,FAM219A,34458570
ENSG00000148297,MED22,133348131,ENSG00000148303,RPL7A,133348218
ENSG00000148303,RPL7A,133348218,ENSG00000148297,MED22,133348131
ENSG00000148290,SURF1,133356487,ENSG00000148291,SURF2,133356550
ENSG00000148291,SURF2,133356550,ENSG00000148290,SURF1,133356487
ENSG00000148248,SURF4,133376060,ENSG00000198870,STKLD1,133376366
ENSG00000198870,STKLD1,133376366,ENSG00000148248,SURF4,133376060
ENSG00000197579,TOPORS,32552586,ENSG00000235453,SMIM27,32552327
ENSG00000235453,SMIM27,32552327,ENSG00000197579,TOPORS,32552586
ENSG00000125484,GTF3C4,132670464,ENSG00000125485,DDX31,132669983
ENSG00000165695,AK8,132878284,ENSG00000165698,SPACA9,132878898
ENSG00000165698,SPACA9,132878898,ENSG00000165695,AK8,132878284
ENSG00000148356,LRSAM1,127451510,ENSG00000197958,RPL12,127451406
ENSG00000171097,KYAT1,128881950,ENSG00000136802,LRRC8A,128882133
ENSG00000136802,LRRC8A,128882133,ENSG00000171097,KYAT1,128881950
ENSG00000175283,DOLK,128947603,ENSG00000095319,NUP188,128947699
ENSG00000095319,NUP188,128947699,ENSG00000175283,DOLK,128947603
ENSG00000095321,CRAT,129110793,ENSG00000119383,PTPA,129111415
ENSG00000188747,NOXA1,137423393,ENSG00000187609,EXD3,137423162
ENSG00000148339,SLC25A25,128068232,ENSG00000171169,NAIF1,128067320
ENSG00000119402,FBXW2,120793416,ENSG00000214654,B3GALT9,120793467
ENSG00000164978,NUDT2,34329569,ENSG00000186638,KIF24,34329268
ENSG00000186638,KIF24,34329268,ENSG00000164978,NUDT2,34329569
ENSG00000136870,ZNF189,101398851,ENSG00000136897,MRPL50,101398618
ENSG00000188566,NDOR1,137205700,ENSG00000187713,TMEM203,137205648
ENSG00000136868,SLC31A1,113221544,ENSG00000119321,FKBP15,113221277
ENSG00000176386,CDC26,113275572,ENSG00000136875,PRPF4,113275658
ENSG00000136875,PRPF4,113275658,ENSG00000176386,CDC26,113275572
ENSG00000148229,POLE3,113410675,ENSG00000157653,C9orf43,113410747
ENSG00000157653,C9orf43,113410747,ENSG00000148229,POLE3,113410675
ENSG00000164970,FAM219A,34458570,ENSG00000122735,DNAI1,34458805
ENSG00000125485,DDX31,132669983,ENSG00000125484,GTF3C4,132670464
ENSG00000214654,B3GALT9,120793467,ENSG00000119402,FBXW2,120793416
ENSG00000119321,FKBP15,113221277,ENSG00000136868,SLC31A1,113221544
ENSG00000178966,RMI1,83980805,ENSG00000165119,HNRNPK,83980215
ENSG00000023318,ERP44,100099000,ENSG00000119509,INVS,100099243
ENSG00000160345,PIERCE1,135499869,ENSG00000122140,MRPS2,135500682
ENSG00000175854,SWI5,128276276,ENSG00000167110,GOLGA2,128276007
ENSG00000122140,MRPS2,135500682,ENSG00000160345,PIERCE1,135499869
ENSG00000119523,ALG2,99221942,ENSG00000106803,SEC61B,99222282
ENSG00000106803,SEC61B,99222282,ENSG00000119523,ALG2,99221942
ENSG00000119383,PTPA,129111415,ENSG00000095321,CRAT,129110793
ENSG00000136819,C9orf78,129835275,ENSG00000136878,USP20,129835458
ENSG00000136878,USP20,129835458,ENSG00000136819,C9orf78,129835275
ENSG00000167110,GOLGA2,128276007,ENSG00000175854,SWI5,128276276
ENSG00000165119,HNRNPK,83980215,ENSG00000178966,RMI1,83980805
ENSG00000107262,BAG1,33264708,ENSG00000086065,CHMP5,33265049
ENSG00000086065,CHMP5,33265049,ENSG00000107262,BAG1,33264708
ENSG00000137076,TLN1,35732195,ENSG00000107175,CREB3,35732666
ENSG00000165688,PMPCA,136410658,ENSG00000165689,ENTR1,136410614
ENSG00000188312,CENPP,92325953,ENSG00000198000,NOL8,92325350
ENSG00000165629,ATP5F1C,7788177,ENSG00000151657,KIN,7787993
ENSG00000151657,KIN,7787993,ENSG00000165629,ATP5F1C,7788177
ENSG00000151023,ENKUR,25016158,ENSG00000185875,THNSL1,25016612
ENSG00000170788,DYDC1,80356755,ENSG00000133665,DYDC2,80356781
ENSG00000133665,DYDC2,80356781,ENSG00000170788,DYDC1,80356755
ENSG00000198060,MARCHF5,92291167,ENSG00000107864,CPEB3,92291078
ENSG00000107864,CPEB3,92291078,ENSG00000198060,MARCHF5,92291167
ENSG00000166171,DPCD,101588321,ENSG00000166169,POLL,101588257
ENSG00000166169,POLL,101588257,ENSG00000166171,DPCD,101588321
ENSG00000148843,PDCD11,103396626,ENSG00000173915,ATP5MK,103396475
ENSG00000185875,THNSL1,25016612,ENSG00000151023,ENKUR,25016158
ENSG00000095574,IKZF5,123008795,ENSG00000196177,ACADSB,123009006
ENSG00000138175,ARL3,102714397,ENSG00000156398,SFXN2,102714636
ENSG00000107949,BCCIP,125823546,ENSG00000188690,UROS,125823258
ENSG00000171307,ZDHHC16,97446175,ENSG00000171311,EXOSC1,97446006
ENSG00000171311,EXOSC1,97446006,ENSG00000171307,ZDHHC16,97446175
ENSG00000196177,ACADSB,123009006,ENSG00000095574,IKZF5,123008795
ENSG00000188690,UROS,125823258,ENSG00000107949,BCCIP,125823546
ENSG00000155229,MMS19,97498422,ENSG00000165886,UBTD1,97498924
ENSG00000196865,NHLRC2,113854661,ENSG00000198924,DCLRE1A,113854082
ENSG00000120539,MASTL,27155352,ENSG00000136758,YME1L1,27154384
ENSG00000185267,CDNF,14838037,ENSG00000187522,HSPA14,14838306
ENSG00000185267,CDNF,14838037,ENSG00000284024,MSANTD7,14838306
ENSG00000284024,MSANTD7,14838306,ENSG00000185267,CDNF,14838037
ENSG00000187522,HSPA14,14838306,ENSG00000185267,CDNF,14838037
ENSG00000173915,ATP5MK,103396475,ENSG00000148843,PDCD11,103396626
ENSG00000204152,TIMM23B,49942053,ENSG00000227345,PARG,49942027
ENSG00000185009,AP3M1,74150828,ENSG00000156110,ADK,74151221
ENSG00000156110,ADK,74151221,ENSG00000185009,AP3M1,74150828
ENSG00000166295,ANAPC16,72216012,ENSG00000138303,ASCC1,72216276
ENSG00000227268,KLLN,87863533,ENSG00000171862,PTEN,87863625
ENSG00000107815,TWNK,100987543,ENSG00000055950,MRPL43,100987497
ENSG00000186862,PDZD7,101031129,ENSG00000107819,SFXN3,101031234
ENSG00000198546,ZNF511,133308914,ENSG00000130640,TUBGCP2,133308872
ENSG00000227345,PARG,49942027,ENSG00000204152,TIMM23B,49942053
ENSG00000173269,MMRN2,86957615,ENSG00000173267,SNCG,86958599
ENSG00000173267,SNCG,86958599,ENSG00000173269,MMRN2,86957615
ENSG00000122376,SHLD2,87095206,ENSG00000148672,GLUD1,87094843
ENSG00000130640,TUBGCP2,133308872,ENSG00000198546,ZNF511,133308914
ENSG00000023041,ZDHHC6,112446914,ENSG00000151532,VTI1A,112447215
ENSG00000148672,GLUD1,87094843,ENSG00000122376,SHLD2,87095206
ENSG00000108187,PBLD,68332928,ENSG00000096746,HNRNPH3,68332064
ENSG00000096746,HNRNPH3,68332064,ENSG00000108187,PBLD,68332928
ENSG00000136758,YME1L1,27154384,ENSG00000120539,MASTL,27155352
ENSG00000214413,BBIP1,110919180,ENSG00000108061,SHOC2,110919604
ENSG00000108061,SHOC2,110919604,ENSG00000214413,BBIP1,110919180
ENSG00000122882,ECD,73168008,ENSG00000138286,FAM149B1,73168119
ENSG00000138286,FAM149B1,73168119,ENSG00000122882,ECD,73168008
ENSG00000055950,MRPL43,100987497,ENSG00000107815,TWNK,100987543
ENSG00000198924,DCLRE1A,113854082,ENSG00000196865,NHLRC2,113854661
ENSG00000134461,ANKRD16,5889893,ENSG00000134452,FBH1,5890243
ENSG00000134452,FBH1,5890243,ENSG00000134461,ANKRD16,5889893
ENSG00000107819,SFXN3,101031234,ENSG00000186862,PDZD7,101031129
ENSG00000119929,CUTC,99732234,ENSG00000014919,COX15,99732127
ENSG00000014919,COX15,99732127,ENSG00000119929,CUTC,99732234
ENSG00000151532,VTI1A,112447215,ENSG00000023041,ZDHHC6,112446914
ENSG00000165886,UBTD1,97498924,ENSG00000155229,MMS19,97498422
ENSG00000156398,SFXN2,102714636,ENSG00000138175,ARL3,102714397
ENSG00000171862,PTEN,87863625,ENSG00000227268,KLLN,87863533
ENSG00000165609,NUDT5,12195891,ENSG00000151465,CDC123,12196188
ENSG00000151465,CDC123,12196188,ENSG00000165609,NUDT5,12195891
ENSG00000138303,ASCC1,72216276,ENSG00000166295,ANAPC16,72216012
ENSG00000007545,CRAMP1,1612360,ENSG00000187535,IFT140,1612072
ENSG00000168096,ANKS3,4734271,ENSG00000166246,DNAAF8,4734537
ENSG00000187535,IFT140,1612072,ENSG00000007545,CRAMP1,1612360
ENSG00000140632,GLYR1,4847288,ENSG00000118900,UBN1,4847481
ENSG00000129636,ITFG1,47461063,ENSG00000102893,PHKB,47461331
ENSG00000166246,DNAAF8,4734537,ENSG00000168096,ANKS3,4734271
ENSG00000141076,UTP4,69132649,ENSG00000168802,CHTF8,69132588
ENSG00000141076,UTP4,69132649,ENSG00000286140,DERPC,69132588
ENSG00000286140,DERPC,69132588,ENSG00000141076,UTP4,69132649
ENSG00000168802,CHTF8,69132588,ENSG00000141076,UTP4,69132649
ENSG00000088682,COQ9,57447479,ENSG00000005194,CIAPIN1,57447385
ENSG00000005194,CIAPIN1,57447385,ENSG00000088682,COQ9,57447479
ENSG00000118900,UBN1,4847481,ENSG00000140632,GLYR1,4847288
ENSG00000131652,THOC6,3024035,ENSG00000103145,HCFC1R1,3023942
ENSG00000140993,TIGD7,3305430,ENSG00000162086,ZNF75A,3305497
ENSG00000103343,ZNF174,3401215,ENSG00000140987,ZSCAN32,3401004
ENSG00000167981,ZNF597,3443504,ENSG00000122390,NAA60,3443680
ENSG00000122390,NAA60,3443680,ENSG00000167981,ZNF597,3443504
ENSG00000196118,CFAP119,30762062,ENSG00000103549,RNF40,30762322
ENSG00000167394,ZNF668,31074240,ENSG00000167395,ZNF646,31074422
ENSG00000167395,ZNF646,31074422,ENSG00000167394,ZNF668,31074240
ENSG00000149929,HIRIP3,29995617,ENSG00000169592,INO80E,29996241
ENSG00000169592,INO80E,29996241,ENSG00000149929,HIRIP3,29995617
ENSG00000169627,BOLA2B,30193666,ENSG00000132207,SLX1A,30193875
ENSG00000132207,SLX1A,30193875,ENSG00000169627,BOLA2B,30193666
ENSG00000103145,HCFC1R1,3023942,ENSG00000131652,THOC6,3024035
ENSG00000189091,SF3B3,70523816,ENSG00000103051,COG4,70523554
ENSG00000166848,TERF2IP,75647773,ENSG00000065427,KARS1,75647665
ENSG00000087263,OGFOD1,56451554,ENSG00000167005,NUDT21,56451332
ENSG00000065427,KARS1,75647665,ENSG00000166848,TERF2IP,75647773
ENSG00000182810,DDX28,68023232,ENSG00000167264,DUS2,68023284
ENSG00000103061,SLC7A6OS,68310946,ENSG00000132600,PRMT7,68311019
ENSG00000103160,HSDL1,84145177,ENSG00000154099,DNAAF1,84145308
ENSG00000154099,DNAAF1,84145308,ENSG00000103160,HSDL1,84145177
ENSG00000174939,ASPHD1,29900488,ENSG00000174938,SEZ6L2,29899550
ENSG00000074071,MRPS34,1773134,ENSG00000197774,EME2,1772810
ENSG00000162032,SPSB3,1782571,ENSG00000095906,NUBP2,1782960
ENSG00000095906,NUBP2,1782960,ENSG00000162032,SPSB3,1782571
ENSG00000063854,HAGH,1826825,ENSG00000180185,FAHD1,1827206
ENSG00000103356,EARS2,23557350,ENSG00000103353,UBFD1,23557727
ENSG00000103353,UBFD1,23557727,ENSG00000103356,EARS2,23557350
ENSG00000166847,DCTN5,23641466,ENSG00000083093,PALB2,23641310
ENSG00000075399,VPS9D1,89720898,ENSG00000158805,ZNF276,89721537
ENSG00000131165,CHMP1A,89657708,ENSG00000167523,SPATA33,89657836
ENSG00000162086,ZNF75A,3305497,ENSG00000140993,TIGD7,3305430
ENSG00000102871,TRADD,67159909,ENSG00000135722,FBXL8,67159957
ENSG00000135722,FBXL8,67159957,ENSG00000102871,TRADD,67159909
ENSG00000168676,KCTD19,67326741,ENSG00000159708,LRRC36,67326815
ENSG00000159708,LRRC36,67326815,ENSG00000168676,KCTD19,67326741
ENSG00000213380,COG8,69339564,ENSG00000132603,NIP7,69339772
ENSG00000132603,NIP7,69339772,ENSG00000213380,COG8,69339564
ENSG00000007520,TSR3,1351878,ENSG00000090581,GNPTG,1351931
ENSG00000103549,RNF40,30762322,ENSG00000196118,CFAP119,30762062
ENSG00000103253,HAGHL,727106,ENSG00000162004,CCDC78,726443
ENSG00000103494,RPGRIP1L,53703859,ENSG00000140718,FTO,53704156
ENSG00000159579,RSPRY1,57186329,ENSG00000172775,PSME3IP1,57186039
ENSG00000166188,ZNF319,58000672,ENSG00000103005,USB1,58001407
ENSG00000166451,CENPN,81007214,ENSG00000103121,CMC2,81006885
ENSG00000090581,GNPTG,1351931,ENSG00000007520,TSR3,1351878
ENSG00000005189,REXO5,20806527,ENSG00000196678,ERI2,20806472
ENSG00000184857,TMEM186,8797639,ENSG00000140650,PMM2,8797839
ENSG00000162004,CCDC78,726443,ENSG00000103253,HAGHL,727106
ENSG00000140650,PMM2,8797839,ENSG00000184857,TMEM186,8797639
ENSG00000167005,NUDT21,56451332,ENSG00000087263,OGFOD1,56451554
ENSG00000140830,TXNL4B,72093620,ENSG00000140829,DHX38,72093847
ENSG00000140829,DHX38,72093847,ENSG00000140830,TXNL4B,72093620
ENSG00000197774,EME2,1772810,ENSG00000074071,MRPS34,1773134
ENSG00000167523,SPATA33,89657836,ENSG00000131165,CHMP1A,89657708
ENSG00000174938,SEZ6L2,29899550,ENSG00000174939,ASPHD1,29900488
ENSG00000196678,ERI2,20806472,ENSG00000005189,REXO5,20806527
ENSG00000188215,DCUN1D3,20900358,ENSG00000102897,LYRM1,20900771
ENSG00000102897,LYRM1,20900771,ENSG00000188215,DCUN1D3,20900358
ENSG00000132600,PRMT7,68311019,ENSG00000103061,SLC7A6OS,68310946
ENSG00000140987,ZSCAN32,3401004,ENSG00000103343,ZNF174,3401215
ENSG00000065057,NTHL1,2047834,ENSG00000103197,TSC2,2047985
ENSG00000161980,POLR3K,53608,ENSG00000161981,SNRNP25,53828
ENSG00000103550,KNOP1,19718227,ENSG00000174628,IQCK,19718271
ENSG00000174628,IQCK,19718271,ENSG00000103550,KNOP1,19718227
ENSG00000102981,PARD6A,67660960,ENSG00000102977,ACD,67660260
ENSG00000124074,ENKD1,67666750,ENSG00000159761,C16orf86,67666814
ENSG00000159761,C16orf86,67666814,ENSG00000124074,ENKD1,67666750
ENSG00000141084,RANBP10,67806560,ENSG00000102904,TSNAXIP1,67806889
ENSG00000102904,TSNAXIP1,67806889,ENSG00000141084,RANBP10,67806560
ENSG00000102901,CENPT,67847693,ENSG00000102898,NUTF2,67846933
ENSG00000102898,NUTF2,67846933,ENSG00000102901,CENPT,67847693
ENSG00000167264,DUS2,68023284,ENSG00000182810,DDX28,68023232
ENSG00000158717,RNF166,88706408,ENSG00000174177,CTU2,88706503
ENSG00000174177,CTU2,88706503,ENSG00000158717,RNF166,88706408
ENSG00000158805,ZNF276,89721537,ENSG00000075399,VPS9D1,89720898
ENSG00000141012,GALNS,88856947,ENSG00000167515,TRAPPC2L,88857127
ENSG00000167515,TRAPPC2L,88857127,ENSG00000141012,GALNS,88856947
ENSG00000077235,GTF3C1,27549913,ENSG00000047578,KATNIP,27550144
ENSG00000047578,KATNIP,27550144,ENSG00000077235,GTF3C1,27549913
ENSG00000131148,EMC8,85799544,ENSG00000131143,COX4I1,85799695
ENSG00000131143,COX4I1,85799695,ENSG00000131148,EMC8,85799544
ENSG00000103005,USB1,58001407,ENSG00000166188,ZNF319,58000672
ENSG00000102977,ACD,67660260,ENSG00000102981,PARD6A,67660960
ENSG00000102893,PHKB,47461331,ENSG00000129636,ITFG1,47461063
ENSG00000180185,FAHD1,1827206,ENSG00000063854,HAGH,1826825
ENSG00000183336,BOLA2,29454351,ENSG00000181625,SLX1B,29454533
ENSG00000103051,COG4,70523554,ENSG00000189091,SF3B3,70523816
ENSG00000181625,SLX1B,29454533,ENSG00000183336,BOLA2,29454351
ENSG00000140718,FTO,53704156,ENSG00000103494,RPGRIP1L,53703859
ENSG00000069329,VPS35,46689178,ENSG00000091651,ORC6,46689659
ENSG00000091651,ORC6,46689659,ENSG00000069329,VPS35,46689178
ENSG00000161981,SNRNP25,53828,ENSG00000161980,POLR3K,53608
ENSG00000103121,CMC2,81006885,ENSG00000166451,CENPN,81007214
ENSG00000083093,PALB2,23641310,ENSG00000166847,DCTN5,23641466
ENSG00000007376,RPUSD1,788381,ENSG00000127586,CHTF18,788620
ENSG00000127586,CHTF18,788620,ENSG00000007376,RPUSD1,788381
ENSG00000172775,PSME3IP1,57186039,ENSG00000159579,RSPRY1,57186329
ENSG00000103197,TSC2,2047985,ENSG00000065057,NTHL1,2047834
ENSG00000124279,FASTKD3,7869031,ENSG00000124275,MTRR,7869148
ENSG00000124275,MTRR,7869148,ENSG00000124279,FASTKD3,7869031
ENSG00000113593,PPWD1,65563296,ENSG00000123219,CENPK,65563168
ENSG00000039123,MTREX,55307989,ENSG00000067248,DHX29,55307694
ENSG00000174695,TMEM167A,83077394,ENSG00000152422,XRCC4,83077547
ENSG00000113597,TRAPPC13,65625027,ENSG00000113595,TRIM23,65624333
ENSG00000113595,TRIM23,65624333,ENSG00000253251,SHLD3,65625027
ENSG00000113595,TRIM23,65624333,ENSG00000113597,TRAPPC13,65625027
ENSG00000253251,SHLD3,65625027,ENSG00000113595,TRIM23,65624333
ENSG00000123219,CENPK,65563168,ENSG00000113593,PPWD1,65563296
ENSG00000197860,SGTB,65722109,ENSG00000123213,NLN,65722205
ENSG00000113318,MSH3,80654652,ENSG00000228716,DHFR,80654983
ENSG00000132837,DMGDH,79069674,ENSG00000132840,BHMT2,79069767
ENSG00000145782,ATG12,115841565,ENSG00000177879,AP3S1,115841935
ENSG00000177879,AP3S1,115841935,ENSG00000145782,ATG12,115841565
ENSG00000132840,BHMT2,79069767,ENSG00000132837,DMGDH,79069674
ENSG00000145817,YIPF5,144170659,ENSG00000183775,KCTD16,144170873
ENSG00000112984,KIF20A,138179112,ENSG00000112983,BRD8,138178630
ENSG00000228716,DHFR,80654983,ENSG00000113318,MSH3,80654652
ENSG00000183775,KCTD16,144170873,ENSG00000145817,YIPF5,144170659
ENSG00000123213,NLN,65722205,ENSG00000197860,SGTB,65722109
ENSG00000164296,TIGD6,150000654,ENSG00000113716,HMGXB3,150000739
ENSG00000113716,HMGXB3,150000739,ENSG00000164296,TIGD6,150000654
ENSG00000164366,CCDC127,218153,ENSG00000073578,SDHA,218320
ENSG00000152422,XRCC4,83077547,ENSG00000174695,TMEM167A,83077394
ENSG00000037474,NSUN2,6633044,ENSG00000145545,SRD5A1,6633440
ENSG00000145545,SRD5A1,6633440,ENSG00000037474,NSUN2,6633044
ENSG00000131495,NDUFA2,140647630,ENSG00000113141,IK,140647829
ENSG00000112855,HARS2,140691455,ENSG00000170445,HARS1,140691370
ENSG00000170445,HARS1,140691370,ENSG00000112855,HARS2,140691455
ENSG00000176055,MBLAC2,90474771,ENSG00000113356,POLR3G,90474864
ENSG00000113356,POLR3G,90474864,ENSG00000176055,MBLAC2,90474771
ENSG00000112983,BRD8,138178630,ENSG00000112984,KIF20A,138179112
ENSG00000164331,ANKRA2,73565639,ENSG00000164338,UTP15,73565743
ENSG00000164338,UTP15,73565743,ENSG00000164331,ANKRA2,73565639
ENSG00000074317,SNCB,176630534,ENSG00000175766,EIF4E1B,176630675
ENSG00000175766,EIF4E1B,176630675,ENSG00000074317,SNCB,176630534
ENSG00000164182,NDUFAF2,60945205,ENSG00000049167,ERCC8,60945070
ENSG00000164187,LMBRD2,36151887,ENSG00000145604,SKP2,36152111
ENSG00000145604,SKP2,36152111,ENSG00000164187,LMBRD2,36151887
ENSG00000082213,C5orf22,31532301,ENSG00000113360,DROSHA,31532093
ENSG00000113360,DROSHA,31532093,ENSG00000082213,C5orf22,31532301
ENSG00000055147,FAM114A2,154038910,ENSG00000037749,MFAP3,154038967
ENSG00000037749,MFAP3,154038967,ENSG00000055147,FAM114A2,154038910
ENSG00000176087,SLC35A4,140564828,ENSG00000113108,APBB3,140564598
ENSG00000085231,AK6,69369520,ENSG00000152942,RAD17,69369818
ENSG00000273841,TAF9,69369520,ENSG00000152942,RAD17,69369818
ENSG00000152942,RAD17,69369818,ENSG00000273841,TAF9,69369520
ENSG00000152942,RAD17,69369818,ENSG00000085231,AK6,69369520
ENSG00000113108,APBB3,140564598,ENSG00000176087,SLC35A4,140564828
ENSG00000145723,GIN1,103120138,ENSG00000145725,PPIP5K2,103120301
ENSG00000113163,CERT1,75511629,ENSG00000122008,POLK,75511891
ENSG00000049167,ERCC8,60945070,ENSG00000164182,NDUFAF2,60945205
ENSG00000171720,HDAC3,141636849,ENSG00000164620,RELL2,141636997
ENSG00000164620,RELL2,141636997,ENSG00000171720,HDAC3,141636849
ENSG00000169228,RAB24,177303719,ENSG00000169230,PRELID1,177303799
ENSG00000169230,PRELID1,177303799,ENSG00000169228,RAB24,177303719
ENSG00000028310,BRD9,892801,ENSG00000071539,TRIP13,892884
ENSG00000071539,TRIP13,892884,ENSG00000028310,BRD9,892801
ENSG00000164405,UQCRQ,132866642,ENSG00000164404,GDF9,132866469
ENSG00000067248,DHX29,55307694,ENSG00000039123,MTREX,55307989
ENSG00000073578,SDHA,218320,ENSG00000164366,CCDC127,218153
ENSG00000164404,GDF9,132866469,ENSG00000164405,UQCRQ,132866642
ENSG00000113141,IK,140647829,ENSG00000131495,NDUFA2,140647630
ENSG00000153006,SREK1IP1,64768691,ENSG00000153015,CWC27,64768930
ENSG00000153015,CWC27,64768930,ENSG00000153006,SREK1IP1,64768691
ENSG00000164347,GFM2,74767117,ENSG00000164346,NSA2,74767249
ENSG00000164346,NSA2,74767249,ENSG00000164347,GFM2,74767117
ENSG00000170584,NUDCD2,163460102,ENSG00000072571,HMMR,163460632
ENSG00000072571,HMMR,163460632,ENSG00000170584,NUDCD2,163460102
ENSG00000048162,NOP16,176388598,ENSG00000146066,HIGD2A,176388751
ENSG00000146066,HIGD2A,176388751,ENSG00000048162,NOP16,176388598
ENSG00000049883,PTCD2,72320373,ENSG00000113048,MRPS27,72320240
ENSG00000113456,RAD1,34915504,ENSG00000113460,BRIX1,34915711
ENSG00000113460,BRIX1,34915711,ENSG00000113456,RAD1,34915504
ENSG00000113048,MRPS27,72320240,ENSG00000049883,PTCD2,72320373
ENSG00000164291,ARSK,95555101,ENSG00000198677,SKIC3,95554977
ENSG00000145725,PPIP5K2,103120301,ENSG00000145723,GIN1,103120138
ENSG00000198677,SKIC3,95554977,ENSG00000164291,ARSK,95555101
ENSG00000133302,SLF1,94618669,ENSG00000185261,KIAA0825,94618604
ENSG00000185261,KIAA0825,94618604,ENSG00000133302,SLF1,94618669
ENSG00000150756,ATPSCKMT,10249888,ENSG00000150753,CCT5,10250280
ENSG00000150753,CCT5,10250280,ENSG00000150756,ATPSCKMT,10249888
ENSG00000122008,POLK,75511891,ENSG00000113163,CERT1,75511629
ENSG00000165097,KDM1B,18155422,ENSG00000137364,TPMT,18155077
ENSG00000137364,TPMT,18155077,ENSG00000165097,KDM1B,18155422
ENSG00000164304,CAGE1,7389742,ENSG00000124784,RIOK1,7389808
ENSG00000124784,RIOK1,7389808,ENSG00000164304,CAGE1,7389742
ENSG00000112078,KCTD20,36443000,ENSG00000179165,PXT1,36442854
ENSG00000146085,MMUT,49463253,ENSG00000031691,CENPQ,49463370
